id,grade,annual_inc,short_emp,emp_length_num,home_ownership,dti,purpose,term,last_delinq_none,last_major_derog_none,revol_util,total_rec_late_fee,od_ratio,bad_loan
6285777,B,50200,0,11,MORTGAGE,5.38,home_improvement, 36 months,0,,25.2,0.0,0.476228766,0
5647781,C,150000,1,1,,10.68,credit_card, 36 months,0,,58.2,0.0,0.472796354,0
6485261,D,54000,1,0,MORTGAGE,25.51,other, 36 months,0,,88.3,0.0,0.8929573,0
6298758,C,30000,1,1,,1.0,home_improvement, 36 months,1,,15.5,0.0,0.265232531,0
9008625,D,34000,0,6,OWN,25.45,other, 60 months,1,,66.3,0.0,0.590748928,0
9199418,E,117661,0,11,MORTGAGE,9.7,debt_consolidation, 36 months,0,,95.4,0.0,0.856546476,0
6578746,A,53000,0,7,MORTGAGE,19.88,credit_card, 36 months,1,,52.0,0.0,0.442025657,0
7086763,C,43243,0,3,MORTGAGE,4.19,debt_consolidation, 60 months,0,,65.2,22.4,0.684878616,0
8395363,D,47500,0,8,MORTGAGE,33.7,debt_consolidation, 36 months,1,,55.1,0.0,0.173188192,0
5977090,B,44000,0,4,RENT,19.77,debt_consolidation, 36 months,0,,51.9,0.0,0.104252604,0
10152912,B,41000,0,11,MORTGAGE,3.25,debt_consolidation, 36 months,1,,85.1,0.0,0.379789104,0
5793544,C,36000,0,10,RENT,17.77,debt_consolidation, 36 months,0,,69.4,0.0,0.958084831,0
6576116,E,62700,1,1,MORTGAGE,11.52,debt_consolidation, 60 months,0,,82.5,0.0,0.694954182,0
8115992,A,60000,0,5,RENT,13.3,house, 36 months,1,,2.6,0.0,0.188087899,0
10746997,D,152000,0,2,MORTGAGE,17.86,debt_consolidation, 36 months,0,,57.7,0.0,0.063744238,0
8629061,C,170000,0,6,RENT,5.83,debt_consolidation, 60 months,0,,21.9,0.0,0.859940121,0
7088189,D,70000,0,11,MORTGAGE,30.05,debt_consolidation, 60 months,1,,76.9,0.0,0.712913179,0
7657785,C,110000,0,11,MORTGAGE,24.82,debt_consolidation, 36 months,1,,20.6,0.0,0.871724317,0
10785762,F,68088,0,11,RENT,10.94,debt_consolidation, 60 months,1,,83.9,0.0,0.418392582,0
9394591,B,82000,0,11,RENT,12.07,debt_consolidation, 36 months,0,,39.7,0.0,0.065849877,0
7666690,B,170000,0,8,MORTGAGE,7.58,home_improvement, 36 months,1,,36.3,0.0,0.421264423,0
6318553,F,120000,0,11,MORTGAGE,25.54,debt_consolidation, 60 months,1,,89.1,0.0,0.326925976,1
7649509,D,77000,0,11,MORTGAGE,22.38,debt_consolidation, 60 months,1,,67.6,0.0,0.914570848,0
6105651,B,53000,0,2,MORTGAGE,14.53,debt_consolidation, 36 months,1,,75.0,0.0,0.150954351,0
7075977,D,46027,0,11,RENT,18.93,debt_consolidation, 36 months,0,,72.1,0.0,0.144234971,0
11274762,A,111000,0,11,MORTGAGE,22.33,credit_card, 36 months,1,,27.1,0.0,0.70429792,0
5615617,B,70000,0,3,RENT,15.51,debt_consolidation, 36 months,0,,55.7,0.0,0.875866392,0
6320900,C,52000,1,0,MORTGAGE,9.05,home_improvement, 60 months,0,,77.6,0.0,0.14751717,1
7605086,G,146000,0,11,OWN,17.25,credit_card, 60 months,0,,92.5,0.0,0.674310064,1
7647788,B,60000,0,11,RENT,19.84,debt_consolidation, 36 months,0,,39.4,0.0,0.853528359,0
5779467,B,60000,0,9,MORTGAGE,16.58,credit_card, 36 months,1,,71.8,0.0,0.096885204,0
9424888,D,72000,0,11,MORTGAGE,28.06,credit_card, 60 months,1,,60.8,0.0,0.868933231,0
10567577,C,50000,1,1,,14.91,debt_consolidation, 60 months,1,,37.9,0.0,0.103236169,0
10735226,B,45000,0,7,MORTGAGE,17.52,home_improvement, 36 months,1,,82.1,0.0,0.133960873,0
4744619,B,55000,0,11,RENT,24.96,debt_consolidation, 36 months,1,,68.3,0.0,0.755973661,1
7296706,D,59535,0,9,RENT,16.04,debt_consolidation, 36 months,0,,57.8,0.0,0.915238406,0
11324576,C,300000,0,11,RENT,4.4,home_improvement, 36 months,0,,36.1,0.0,0.714056252,0
7946236,B,72000,0,9,MORTGAGE,27.12,debt_consolidation, 36 months,0,,55.3,0.0,0.32391262,0
9009693,C,20000,1,0,OWN,17.41,debt_consolidation, 36 months,0,,33.3,0.0,0.952784182,0
8579896,C,53897,0,2,MORTGAGE,31.71,other, 36 months,1,,53.5,0.0,0.489633831,0
5763322,B,60000,0,10,RENT,12.64,credit_card, 36 months,1,,30.8,0.0,0.303350208,1
9001357,C,400000,0,11,MORTGAGE,5.62,credit_card, 36 months,0,,76.7,0.0,0.024034262,1
6315760,B,65000,0,11,MORTGAGE,14.99,home_improvement, 36 months,1,,92.9,0.0,0.785131991,0
4197433,E,40000,0,6,MORTGAGE,26.76,small_business, 36 months,0,,57.0,0.0,0.621590645,1
6523752,C,30000,0,8,MORTGAGE,8.56,home_improvement, 36 months,1,,13.1,0.0,0.676100563,0
10567416,C,41000,0,4,OWN,23.57,credit_card, 36 months,0,,34.9,0.0,0.640085454,0
6566136,D,35000,0,11,RENT,24.41,vacation, 36 months,1,1.0,37.3,0.0,0.445997525,0
6528917,C,66000,1,1,MORTGAGE,18.84,small_business, 36 months,1,,13.1,0.0,0.642374009,1
6577337,E,40000,0,2,RENT,21.57,debt_consolidation, 36 months,1,,47.2,0.0,0.707205353,1
6134694,A,70000,0,11,MORTGAGE,12.48,debt_consolidation, 36 months,1,,29.9,0.0,0.813454062,0
8609906,A,56000,0,7,MORTGAGE,18.19,debt_consolidation, 36 months,1,,24.6,0.0,0.378854652,0
8648537,A,117180,0,11,MORTGAGE,2.06,debt_consolidation, 36 months,0,,33.7,0.0,0.419262935,0
7695435,B,27000,0,8,OWN,21.91,credit_card, 36 months,0,,30.0,0.0,0.031774542,1
10634708,A,85000,0,5,MORTGAGE,9.35,debt_consolidation, 36 months,1,,37.1,0.0,0.382164347,0
7695546,B,56000,0,10,RENT,9.71,other, 36 months,1,,24.9,0.0,0.847635886,0
5803209,B,80000,0,11,OWN,9.2,debt_consolidation, 36 months,1,,61.3,0.0,0.073630247,0
8665521,B,61000,0,11,MORTGAGE,18.49,debt_consolidation, 36 months,1,,51.2,0.0,0.880519414,0
8589000,C,85000,0,10,MORTGAGE,20.84,debt_consolidation, 36 months,0,,78.5,0.0,0.291484165,0
5791346,C,37000,0,8,OWN,30.52,debt_consolidation, 36 months,0,,41.0,0.0,0.244124475,1
11254825,D,60000,0,11,RENT,20.7,debt_consolidation, 36 months,0,,67.9,0.0,0.933766658,0
5685871,C,55000,0,11,RENT,1.55,debt_consolidation, 36 months,0,,10.2,0.0,0.973764447,0
7255027,C,125000,0,11,MORTGAGE,26.37,credit_card, 36 months,1,,94.1,0.0,0.480242258,0
5787622,D,97983,0,11,,22.95,wedding, 36 months,0,,80.1,0.0,0.077448005,0
6204972,C,54000,0,4,RENT,13.47,debt_consolidation, 36 months,1,,51.2,0.0,0.236203922,0
7625183,B,90000,0,9,MORTGAGE,30.33,credit_card, 36 months,1,,43.0,0.0,0.677982794,0
8035229,D,45000,0,6,RENT,17.15,debt_consolidation, 36 months,0,,100.5,0.0,0.808804,1
11005190,A,48000,0,5,OWN,5.18,credit_card, 36 months,0,,41.4,0.0,0.370445097,0
10605007,A,110000,0,11,MORTGAGE,14.15,debt_consolidation, 36 months,1,,54.5,0.0,0.004416604,0
5685481,E,48000,0,11,RENT,16.8,credit_card, 60 months,1,,93.6,0.0,0.663819725,1
5885205,A,49900,0,8,RENT,7.48,debt_consolidation, 36 months,1,,46.3,0.0,0.44649595,0
9229036,A,110000,0,11,MORTGAGE,16.86,credit_card, 36 months,0,,23.4,0.0,0.918521369,0
7086628,D,75000,0,11,MORTGAGE,30.99,credit_card, 60 months,1,,40.4,0.0,0.292260963,0
9195401,C,107000,0,2,RENT,2.68,other, 36 months,0,,20.8,0.0,0.977979703,0
10746843,C,75324,0,11,RENT,10.74,moving, 60 months,1,,39.0,0.0,0.655400428,0
10097965,C,27000,0,7,MORTGAGE,30.37,debt_consolidation, 36 months,0,,56.5,0.0,0.712995132,0
8865535,B,61500,1,1,MORTGAGE,18.09,credit_card, 36 months,0,,61.4,0.0,0.343461282,0
9007656,D,60000,0,7,RENT,17.78,credit_card, 60 months,1,,74.3,0.0,0.363512234,0
6289789,D,35000,0,3,OWN,6.17,debt_consolidation, 36 months,1,,52.5,0.0,0.729454968,1
7648056,B,120000,0,11,MORTGAGE,13.89,credit_card, 36 months,1,,44.6,39.28,0.850554826,0
9218514,C,45000,0,6,OWN,24.48,debt_consolidation, 36 months,1,,46.7,0.0,0.666228645,0
5555771,D,66000,0,11,MORTGAGE,17.82,debt_consolidation, 60 months,0,,85.4,0.0,0.341813875,0
7375140,D,30000,0,11,RENT,24.8,home_improvement, 36 months,1,,50.6,0.0,0.937243989,0
6955148,B,27000,0,3,,27.42,debt_consolidation, 36 months,1,,55.3,0.0,0.324955969,0
5639809,D,138000,0,8,MORTGAGE,6.57,debt_consolidation, 36 months,1,,22.1,0.0,0.420431264,0
8806027,C,82000,0,7,MORTGAGE,5.78,debt_consolidation, 36 months,0,,73.7,0.0,0.247732021,0
6306160,B,49000,1,0,MORTGAGE,23.49,debt_consolidation, 36 months,1,,54.9,0.0,0.714940483,0
6164686,D,120000,0,4,OWN,3.56,small_business, 36 months,0,,44.9,0.0,0.010178184,0
9026654,D,55000,0,6,MORTGAGE,16.19,debt_consolidation, 36 months,1,,82.1,0.0,0.764530406,1
10152197,D,168000,0,8,MORTGAGE,26.63,debt_consolidation, 60 months,1,,87.8,0.0,0.453431279,1
8565245,F,40000,0,2,RENT,20.13,other, 36 months,0,,88.7,0.0,0.962982405,0
5618199,D,42000,0,4,MORTGAGE,18.11,debt_consolidation, 36 months,0,,68.2,0.0,0.097328095,0
11335450,C,38000,0,4,RENT,24.54,credit_card, 36 months,1,,72.8,0.0,0.93610978,0
6581967,E,65400,0,3,MORTGAGE,19.3,debt_consolidation, 60 months,0,,51.9,0.0,0.830255951,0
5185318,A,145000,0,11,MORTGAGE,4.13,credit_card, 36 months,0,,42.4,0.0,0.504231325,0
10638082,E,80662,0,8,OWN,19.07,debt_consolidation, 60 months,1,,85.2,0.0,0.725184186,0
7058310,C,40000,0,6,RENT,19.41,car, 36 months,1,,70.0,0.0,0.034538971,0
5028782,B,100000,0,9,MORTGAGE,12.82,credit_card, 36 months,1,,89.6,0.0,0.283013688,0
7728183,B,70000,1,1,OWN,,debt_consolidation, 36 months,0,,63.8,0.0,0.786315028,0
7096000,B,60000,1,0,MORTGAGE,16.36,debt_consolidation, 36 months,1,,48.0,0.0,0.227083333,0
7339025,C,71250,0,9,MORTGAGE,14.1,debt_consolidation, 60 months,0,,60.8,0.0,0.897130796,0
8629259,C,58000,0,2,MORTGAGE,22.57,debt_consolidation, 36 months,1,,50.4,0.0,0.792056202,0
5976840,C,50100,0,11,RENT,28.31,debt_consolidation, 36 months,1,,75.6,0.0,0.94858174,0
8574651,D,69000,0,9,MORTGAGE,12.94,debt_consolidation, 60 months,1,,74.5,0.0,0.916189897,0
8306318,B,59861,0,11,MORTGAGE,15.62,debt_consolidation, 36 months,1,,57.3,0.0,0.601475,0
7338456,D,40000,0,8,RENT,17.4,debt_consolidation, 36 months,1,,64.7,0.0,0.308835436,0
7705324,E,43000,1,1,RENT,25.15,debt_consolidation, 60 months,1,,73.5,0.0,0.39116304,0
10575405,C,90000,0,11,,3.63,credit_card, 60 months,1,,51.4,0.0,0.812206936,1
5815519,C,90000,0,4,MORTGAGE,7.11,credit_card, 36 months,1,,23.1,0.0,0.074605204,0
5705690,E,63600,0,11,MORTGAGE,15.23,medical, 36 months,0,,47.4,0.0,0.364638241,0
5939514,C,55000,0,11,MORTGAGE,13.27,debt_consolidation, 36 months,1,,68.9,0.0,0.649823607,0
10092791,F,42582,0,11,MORTGAGE,24.55,debt_consolidation, 60 months,0,,85.1,0.0,0.591350578,1
8656120,B,95000,0,11,,9.97,debt_consolidation, 36 months,0,,45.2,0.0,0.064190138,0
7688938,D,57000,0,11,MORTGAGE,22.97,home_improvement, 36 months,1,,34.0,0.0,0.806209532,1
6518917,A,85000,1,1,MORTGAGE,8.97,debt_consolidation, 36 months,1,,8.7,0.0,0.279701395,0
6319828,A,38000,0,3,RENT,1.17,car, 36 months,1,,57.4,0.0,0.106279214,0
7341875,A,160000,0,10,MORTGAGE,7.81,debt_consolidation, 36 months,1,,7.1,0.0,0.565677469,0
5756243,B,50000,0,3,,19.51,debt_consolidation, 36 months,1,,72.9,0.0,0.893873477,0
5784914,C,50000,0,10,MORTGAGE,20.16,debt_consolidation, 36 months,1,,66.1,0.0,0.020713164,0
8355166,A,72000,0,4,RENT,9.83,debt_consolidation, 36 months,1,,48.9,0.0,0.360563704,0
5628508,B,58000,0,7,OWN,5.59,debt_consolidation, 36 months,1,,51.3,0.0,0.661344299,0
7685562,E,125000,0,2,MORTGAGE,18.88,debt_consolidation, 60 months,1,,77.1,0.0,0.613499958,0
8599406,B,80000,0,11,RENT,5.95,credit_card, 36 months,1,,64.6,0.0,0.638842763,0
6194844,C,37000,0,5,RENT,30.84,debt_consolidation, 36 months,1,,61.0,0.0,0.9927448,0
10454700,C,70000,0,3,RENT,13.66,debt_consolidation, 36 months,0,,65.9,0.0,0.268341037,0
5615764,E,50000,0,6,RENT,22.49,debt_consolidation, 60 months,1,,54.1,0.0,0.401816036,1
7095262,C,58000,0,7,RENT,1.83,wedding, 36 months,1,,5.9,0.0,0.218226294,0
10110018,A,65000,0,10,,10.3,car, 36 months,1,,22.9,0.0,0.046896434,0
7388536,C,98000,0,8,MORTGAGE,5.93,debt_consolidation, 36 months,1,,51.9,0.0,0.015075804,0
7584788,C,110000,0,11,MORTGAGE,10.51,credit_card, 60 months,0,,38.1,0.0,0.086197021,0
9215471,B,28000,1,0,RENT,30.26,debt_consolidation, 36 months,1,,49.1,0.0,0.313070752,0
7639126,B,70000,0,11,MORTGAGE,19.18,credit_card, 60 months,1,,68.7,0.0,0.065316026,0
5764356,C,71000,0,7,MORTGAGE,25.84,small_business, 36 months,0,,27.3,0.0,0.803966054,0
10557835,B,70000,0,11,MORTGAGE,25.7,debt_consolidation, 36 months,0,,81.6,0.0,0.134759069,0
7709863,C,116000,0,6,RENT,6.4,credit_card, 36 months,0,,93.1,0.0,0.804111801,0
7372751,B,45000,0,11,MORTGAGE,17.17,debt_consolidation, 36 months,1,,67.0,0.0,0.956416037,0
6160662,C,43000,0,9,MORTGAGE,15.63,debt_consolidation, 60 months,1,,24.3,0.0,0.285307445,1
7100011,C,65000,0,7,MORTGAGE,10.01,car, 36 months,0,,77.9,0.0,0.500288693,1
5946733,D,40000,0,7,MORTGAGE,13.89,debt_consolidation, 60 months,1,,78.3,0.0,0.827966933,0
8135787,B,30000,0,4,,15.57,debt_consolidation, 36 months,0,,22.1,0.0,0.18369701,0
8915435,D,50000,0,11,,3.87,debt_consolidation, 36 months,0,,81.1,0.0,0.699620449,0
7615729,B,120000,0,4,OWN,20.46,debt_consolidation, 36 months,1,,62.5,0.0,0.809043628,0
7265718,A,151000,0,11,MORTGAGE,13.13,credit_card, 36 months,0,,19.4,0.0,0.888079034,0
8065108,B,41184,0,11,,18.44,credit_card, 36 months,1,,46.2,0.0,0.738371111,1
9009970,B,111000,0,11,MORTGAGE,10.57,debt_consolidation, 36 months,1,,58.3,0.0,0.859427511,0
7050914,E,45000,1,1,RENT,34.64,debt_consolidation, 60 months,0,,59.4,0.0,0.685367842,0
10775056,B,135000,0,3,,18.23,debt_consolidation, 36 months,1,,66.9,0.0,0.547987181,0
9206038,D,46076,1,0,RENT,21.8,debt_consolidation, 60 months,0,,48.1,0.0,0.688459064,1
5764639,A,40200,0,2,,19.99,debt_consolidation, 36 months,0,,16.5,0.0,0.14926446,0
5695016,A,62000,0,11,MORTGAGE,6.04,debt_consolidation, 36 months,1,,71.7,0.0,0.930673028,0
7067908,B,87500,0,4,RENT,8.28,credit_card, 36 months,1,,32.5,0.0,0.646523491,0
5977657,D,45000,0,4,RENT,22.62,debt_consolidation, 36 months,1,,98.7,0.0,0.666196379,1
7937031,B,90000,0,11,MORTGAGE,17.67,debt_consolidation, 36 months,0,,83.1,0.0,0.518671717,0
9155202,B,45000,0,11,MORTGAGE,9.41,debt_consolidation, 36 months,1,,27.4,0.0,0.784431565,0
5792697,B,81900,1,0,,13.74,debt_consolidation, 36 months,0,,55.7,0.0,0.361476235,0
6296507,B,40000,0,11,RENT,,credit_card, 36 months,1,,55.3,0.0,0.227102108,0
5620074,B,84000,0,11,,15.37,credit_card, 36 months,1,,34.5,0.0,0.560545749,1
5946800,D,40000,0,8,RENT,7.57,moving, 36 months,1,,29.3,0.0,0.657120473,1
6315118,C,23000,0,9,RENT,18.1,credit_card, 36 months,0,,62.3,15.0,0.229692683,1
7375894,D,35480,0,2,OWN,17.72,vacation, 36 months,1,,51.0,0.0,0.919953616,0
8567016,C,42000,0,2,RENT,16.09,debt_consolidation, 36 months,1,,71.0,0.0,0.743199712,0
7685221,B,35000,0,11,MORTGAGE,12.55,credit_card, 36 months,0,,47.7,0.0,0.642388211,1
7334821,C,120000,0,4,RENT,7.38,debt_consolidation, 36 months,1,,45.5,0.0,0.069690765,1
7305595,C,87000,0,11,MORTGAGE,21.88,debt_consolidation, 60 months,1,,93.9,0.0,0.648789738,0
6290222,A,55000,0,11,,19.24,debt_consolidation, 36 months,0,,59.9,0.0,0.466072524,0
7093951,C,60000,0,11,OWN,10.26,debt_consolidation, 60 months,0,,62.7,0.0,0.702964863,1
5759139,B,45000,0,7,RENT,26.13,debt_consolidation, 36 months,1,,22.0,0.0,0.566296564,0
9056710,B,105000,0,3,,2.81,debt_consolidation, 36 months,0,,22.0,0.0,0.119861923,0
5775253,A,40000,0,11,,6.03,home_improvement, 36 months,1,,31.2,0.0,0.839831509,0
9644706,B,105000,1,1,MORTGAGE,13.62,credit_card, 60 months,0,,36.8,0.0,0.82890673,0
11364709,E,32000,0,11,RENT,25.54,medical, 36 months,1,,42.1,0.0,0.225147559,1
9484727,A,110000,0,8,MORTGAGE,12.51,home_improvement, 36 months,0,,59.5,0.0,0.655770686,0
10102905,B,120000,0,10,,9.86,vacation, 36 months,0,,80.3,0.0,0.038672803,0
7386434,B,350000,0,11,MORTGAGE,11.92,home_improvement, 36 months,0,,53.7,0.0,0.682256655,0
9188229,B,85000,0,11,MORTGAGE,14.27,debt_consolidation, 36 months,0,,59.1,0.0,0.078307304,0
9524955,E,120000,0,11,OWN,10.96,debt_consolidation, 60 months,0,,88.9,0.0,0.126320712,1
5792145,B,90000,1,1,RENT,3.51,debt_consolidation, 36 months,0,,8.1,0.0,0.228835287,0
7691289,B,98500,0,8,MORTGAGE,19.93,credit_card, 36 months,1,,72.3,0.0,0.942000614,0
8961792,A,45000,1,1,MORTGAGE,12.8,credit_card, 36 months,1,,10.3,0.0,0.683763468,0
5772867,B,31000,0,10,OWN,32.9,debt_consolidation, 36 months,0,,29.4,0.0,0.127601252,0
6576016,B,39000,0,2,RENT,15.35,debt_consolidation, 36 months,0,,57.7,0.0,0.313773646,0
7341408,E,38000,0,6,RENT,16.55,debt_consolidation, 36 months,1,,72.2,0.0,0.525729088,1
7691255,F,115000,1,1,RENT,19.64,debt_consolidation, 60 months,0,,63.6,0.0,0.846436518,0
6567069,C,62000,0,9,MORTGAGE,13.53,debt_consolidation, 36 months,0,,78.2,0.0,0.843215118,0
7731033,B,200000,0,10,MORTGAGE,8.61,debt_consolidation, 36 months,0,,59.3,0.0,0.21014327,1
5855052,C,65000,0,11,MORTGAGE,12.17,debt_consolidation, 36 months,0,,63.6,0.0,0.980749835,0
5640773,C,40000,0,5,RENT,15.87,credit_card, 36 months,0,,29.2,0.0,0.001657517,1
5947007,B,67000,0,5,MORTGAGE,8.83,debt_consolidation, 36 months,1,,37.6,0.0,0.594506709,1
5845406,B,110000,0,10,RENT,7.61,credit_card, 36 months,0,,51.4,0.0,0.347303138,0
7706476,B,90000,0,11,MORTGAGE,10.56,debt_consolidation, 36 months,0,,65.8,0.0,0.134910598,0
6316692,C,40000,0,11,MORTGAGE,16.11,debt_consolidation, 60 months,0,,41.1,0.0,0.959013392,1
5947498,C,135000,0,2,,8.88,debt_consolidation, 36 months,0,,38.7,0.0,0.17950543,0
6396195,A,81000,0,11,MORTGAGE,25.48,debt_consolidation, 36 months,1,,60.3,0.0,0.840882722,0
6157139,D,40000,0,6,MORTGAGE,13.8,debt_consolidation, 60 months,1,,98.0,0.0,0.056318143,1
8581002,D,24000,0,3,RENT,14.9,medical, 36 months,1,,53.2,0.0,0.190601422,1
8125105,C,50000,0,5,RENT,24.58,debt_consolidation, 36 months,0,,66.2,0.0,0.389698686,0
6529524,B,82000,0,6,,10.07,debt_consolidation, 36 months,1,,58.8,0.0,0.31136907,0
6606098,C,94000,0,2,RENT,19.25,credit_card, 60 months,0,,68.4,0.0,0.521303095,0
8795105,D,110000,0,11,MORTGAGE,8.6,credit_card, 60 months,0,,71.9,0.0,0.472787976,0
7648595,E,68500,0,8,RENT,14.15,other, 60 months,1,,47.2,0.0,0.621898191,0
7276135,C,58240,0,8,MORTGAGE,13.11,debt_consolidation, 60 months,1,,74.2,0.0,0.564406312,0
7925892,B,35000,0,3,RENT,31.58,credit_card, 36 months,0,,39.7,0.0,0.030651371,0
8568095,C,70000,0,11,MORTGAGE,22.27,debt_consolidation, 36 months,0,,79.4,0.0,0.93929022,1
5949040,C,200000,0,11,MORTGAGE,20.85,debt_consolidation, 36 months,0,,78.3,0.0,0.616513793,0
6505143,A,120000,0,9,RENT,13.59,home_improvement, 60 months,1,,3.7,0.0,0.722573443,0
5894803,C,40000,0,3,MORTGAGE,26.91,home_improvement, 36 months,0,,27.4,0.0,0.29304157,1
7716876,E,160000,0,4,RENT,7.54,debt_consolidation, 36 months,1,,93.0,0.0,0.206364806,1
9034808,C,102000,0,3,RENT,26.68,debt_consolidation, 36 months,1,,69.4,0.0,0.942276155,1
5605222,C,125000,0,11,RENT,15.16,credit_card, 36 months,0,,58.8,0.0,0.767827226,0
10106315,D,40500,0,11,RENT,16.03,debt_consolidation, 36 months,0,,70.5,0.0,0.26125118,0
9036643,B,43000,0,8,,12.45,debt_consolidation, 36 months,1,,56.8,0.0,0.203685598,0
8597733,A,75000,0,11,MORTGAGE,24.51,credit_card, 36 months,0,,55.3,0.0,0.899148195,0
6205214,A,100000,0,5,MORTGAGE,17.11,credit_card, 36 months,0,1.0,40.3,0.0,0.728161077,0
10123095,D,80000,0,7,MORTGAGE,19.38,debt_consolidation, 60 months,1,,75.9,0.0,0.441039475,0
8557791,B,35870,1,1,RENT,24.32,debt_consolidation, 60 months,1,,54.9,0.0,0.461597827,1
7690145,D,29000,1,0,MORTGAGE,5.34,moving, 36 months,1,,28.5,0.0,0.530744352,0
6167313,B,42000,0,3,RENT,21.31,credit_card, 36 months,1,,71.2,0.0,0.809347524,0
10545533,E,86000,0,11,MORTGAGE,20.44,credit_card, 60 months,1,,59.5,0.0,0.693855208,0
7174824,D,65000,0,11,OWN,6.93,credit_card, 36 months,1,,77.1,0.0,0.671112671,0
8116934,B,72000,0,10,MORTGAGE,27.18,debt_consolidation, 36 months,1,,56.4,0.0,0.894012129,0
8396511,C,39999,1,1,OWN,19.92,major_purchase, 60 months,0,,55.0,0.0,0.782536852,0
6416519,B,41500,0,9,MORTGAGE,11.6,debt_consolidation, 36 months,0,,62.6,0.0,0.49601603,0
7947057,C,100000,0,11,OWN,8.54,major_purchase, 60 months,0,,42.5,0.0,0.51533752,0
9734708,D,64000,0,11,MORTGAGE,33.13,debt_consolidation, 60 months,0,,45.7,0.0,0.348512494,0
5864633,B,47000,0,4,MORTGAGE,21.83,debt_consolidation, 36 months,0,,19.3,0.0,0.881775649,0
6159694,A,87000,0,4,MORTGAGE,22.9,debt_consolidation, 36 months,1,,6.1,0.0,0.495379204,0
8626721,C,48000,0,3,RENT,10.1,credit_card, 60 months,1,,22.0,0.0,0.441201361,1
6284768,B,90000,0,9,MORTGAGE,9.97,credit_card, 36 months,0,,93.1,0.0,0.171271109,0
6526221,D,35000,0,7,RENT,22.7,debt_consolidation, 36 months,0,,70.0,0.0,0.133969358,0
7456083,C,33000,0,3,MORTGAGE,32.04,credit_card, 36 months,0,,69.9,0.0,0.704480428,0
10555802,C,137400,0,7,MORTGAGE,19.57,debt_consolidation, 36 months,1,1.0,67.7,0.0,0.629822873,1
9125032,C,125000,0,11,MORTGAGE,21.09,debt_consolidation, 60 months,1,,60.4,0.0,0.758222339,0
7378656,A,60000,0,8,MORTGAGE,27.58,debt_consolidation, 36 months,1,,25.6,0.0,0.938739667,0
8566223,E,55000,0,6,OWN,26.99,other, 36 months,0,,98.6,0.0,0.230344408,0
6318308,D,32000,0,7,MORTGAGE,16.43,debt_consolidation, 36 months,1,,84.5,0.0,0.406012554,0
