id,grade,annual_inc,short_emp,emp_length_num,home_ownership,dti,purpose,term,last_delinq_none,last_major_derog_none,revol_util,total_rec_late_fee,od_ratio,bad_loan
5798190,C,100000,0,9,RENT,19.86,debt_consolidation, 36 months,0,,89.8,0.0,0.337008923,0
9237793,D,240000,0,11,MORTGAGE,7.54,debt_consolidation, 60 months,0,,47.6,0.0,0.484406061,1
5647810,A,115000,0,11,MORTGAGE,11.75,debt_consolidation, 36 months,0,,62.5,0.0,0.440034558,0
8596831,D,52000,0,6,,30.95,other, 36 months,1,1.0,67.2,0.0,0.683914768,1
8647837,A,47500,0,5,RENT,24.41,credit_card, 36 months,1,,76.2,0.0,0.247391734,0
6549219,F,77000,0,11,RENT,18.89,debt_consolidation, 60 months,1,,81.6,0.0,0.720768819,0
8064890,D,49000,0,11,MORTGAGE,10.09,credit_card, 36 months,1,,51.2,0.0,0.037669038,0
6190581,B,80000,0,8,,7.52,debt_consolidation, 36 months,0,,26.9,0.0,0.038499654,0
5761146,C,66000,0,11,MORTGAGE,3.62,debt_consolidation, 60 months,1,,62.6,0.0,0.247243393,0
5884975,D,35000,0,11,MORTGAGE,20.19,credit_card, 36 months,1,,64.7,0.0,0.057823171,0
9634976,F,41000,0,2,MORTGAGE,5.47,other, 60 months,1,,48.8,0.0,0.45650081,0
10444774,A,87000,0,11,MORTGAGE,15.59,debt_consolidation, 36 months,0,,42.8,0.0,0.063751201,0
7440497,D,58000,0,11,MORTGAGE,18.31,debt_consolidation, 60 months,0,,67.9,0.0,0.428322442,1
7365470,C,71000,0,11,MORTGAGE,33.43,credit_card, 36 months,1,,73.6,0.0,0.084364012,1
5798868,C,66000,0,2,MORTGAGE,27.16,credit_card, 36 months,1,,93.7,0.0,0.998439622,0
6531379,A,53000,0,9,OWN,10.26,credit_card, 60 months,1,,29.9,0.0,0.405763829,0
5975200,B,120000,0,7,MORTGAGE,23.48,credit_card, 36 months,1,,40.0,0.0,0.256096795,0
10625409,B,100000,0,9,RENT,19.62,debt_consolidation, 36 months,0,,33.6,0.0,0.399481931,0
6375083,G,57000,0,11,,15.28,debt_consolidation, 60 months,0,,38.8,0.0,0.440429794,0
5618271,C,84000,0,6,MORTGAGE,11.48,debt_consolidation, 60 months,0,,13.6,0.0,0.422084725,0
5782977,C,77380,0,11,,14.36,credit_card, 60 months,1,,63.3,0.0,0.378421817,0
10535657,C,55820,0,4,MORTGAGE,17.15,debt_consolidation, 36 months,0,,70.0,0.0,0.586220265,0
9217435,C,55000,0,9,OWN,29.39,debt_consolidation, 36 months,0,,51.6,0.0,0.399704723,0
10122520,C,46000,0,11,RENT,27.54,debt_consolidation, 36 months,0,,96.3,0.0,0.434943283,0
8794906,A,75000,0,6,RENT,19.33,debt_consolidation, 36 months,0,,77.1,0.0,0.323595911,1
5608933,C,72000,0,4,RENT,,debt_consolidation, 36 months,0,,55.2,0.0,0.517015798,0
7274610,A,35000,0,11,RENT,28.7,debt_consolidation, 36 months,1,,34.0,0.0,0.747524222,0
9199556,B,80000,1,1,RENT,15.28,debt_consolidation, 36 months,0,,64.8,0.0,0.422814043,0
10634873,E,60000,0,4,,17.87,debt_consolidation, 60 months,0,,65.1,0.0,0.157527619,1
8866336,B,51000,1,0,MORTGAGE,27.84,debt_consolidation, 36 months,1,,62.0,0.0,0.820862,1
7297054,D,68000,1,1,RENT,15.6,small_business, 36 months,0,,63.1,0.0,0.237591211,1
8596342,B,90000,1,1,RENT,6.69,credit_card, 36 months,1,,64.5,0.0,0.195858277,0
7370770,B,36000,1,0,MORTGAGE,34.4,credit_card, 36 months,0,,49.5,0.0,0.210162126,0
6235013,B,42000,0,8,MORTGAGE,20.29,debt_consolidation, 36 months,1,,47.7,0.0,0.884471936,0
5779046,E,70000,0,11,RENT,27.07,debt_consolidation, 60 months,1,,49.2,0.0,0.832325844,0
5630830,D,60000,0,11,OWN,29.92,major_purchase, 36 months,1,,79.2,0.0,0.982781601,0
10716583,C,45000,1,1,MORTGAGE,29.73,credit_card, 36 months,1,1.0,54.0,0.0,0.10725369,0
6208294,B,60000,0,3,MORTGAGE,8.42,debt_consolidation, 36 months,0,,80.1,0.0,0.73811625,0
7668662,A,165000,0,10,MORTGAGE,12.69,home_improvement, 36 months,1,,61.7,0.0,0.054955495,0
5759375,C,55000,0,4,RENT,15.12,debt_consolidation, 36 months,0,,93.8,0.0,0.916541535,0
9005408,B,75597,0,11,MORTGAGE,17.45,debt_consolidation, 36 months,0,,39.5,0.0,0.709583789,0
7284584,B,118000,0,11,MORTGAGE,13.91,debt_consolidation, 60 months,0,,63.1,0.0,0.29751149,0
8587754,F,38900,0,6,MORTGAGE,30.07,debt_consolidation, 60 months,0,,45.1,0.0,0.583926903,0
10697038,C,30000,0,5,,10.76,debt_consolidation, 36 months,1,,68.7,0.0,0.425956178,0
6577821,B,67000,0,5,MORTGAGE,15.79,debt_consolidation, 60 months,1,,39.0,0.0,0.591294013,1
7004907,D,21000,0,3,RENT,3.77,debt_consolidation, 36 months,1,,71.4,0.0,0.819129264,0
8578815,D,53000,0,5,,16.71,credit_card, 36 months,1,,57.1,0.0,0.249888511,0
6320382,D,50455,0,5,RENT,20.19,debt_consolidation, 36 months,0,,24.4,0.0,0.640164505,0
7444697,B,80000,0,11,MORTGAGE,15.03,debt_consolidation, 36 months,1,,58.5,0.0,0.169755424,0
7710103,C,75500,0,6,MORTGAGE,18.49,debt_consolidation, 36 months,0,,67.9,0.0,0.18663187,0
10085646,B,185000,0,11,,9.88,debt_consolidation, 36 months,1,,55.1,0.0,0.596586506,0
5940342,C,60000,1,1,,6.28,credit_card, 36 months,1,,64.1,0.0,0.66793152,0
6114966,D,42000,0,5,RENT,0.57,other, 36 months,0,,20.6,0.0,0.665783601,0
5791591,D,78000,0,8,MORTGAGE,22.17,credit_card, 60 months,1,,94.7,0.0,0.355413979,1
6178060,C,49000,1,0,MORTGAGE,,debt_consolidation, 36 months,1,,81.3,0.0,0.225132942,0
10078855,D,191000,0,9,OWN,4.72,other, 36 months,0,,32.7,0.0,0.41761247,0
8754629,B,70000,0,2,RENT,17.03,debt_consolidation, 36 months,0,,42.2,0.0,0.667693003,0
9237056,D,55000,0,11,,30.59,debt_consolidation, 60 months,1,,36.7,0.0,0.933272228,0
6158410,C,69800,0,11,RENT,13.98,debt_consolidation, 36 months,0,,38.8,0.0,0.057622512,0
6455483,D,60000,0,11,MORTGAGE,21.86,debt_consolidation, 36 months,0,,90.0,0.0,0.691022766,1
7445683,A,34000,0,11,OWN,16.73,debt_consolidation, 36 months,1,,8.2,0.0,0.861086819,1
7256284,A,53000,0,11,RENT,14.42,debt_consolidation, 36 months,1,,4.7,0.0,0.068095463,0
5630227,B,62000,0,11,MORTGAGE,4.92,debt_consolidation, 36 months,0,,61.4,0.0,0.940609521,0
6975358,B,54000,0,11,RENT,31.93,major_purchase, 36 months,0,,27.6,0.0,0.069875631,1
6541370,D,80000,0,11,MORTGAGE,16.82,other, 60 months,1,,74.4,0.0,0.152909768,0
7366566,B,68000,0,11,MORTGAGE,8.95,debt_consolidation, 36 months,1,,89.9,0.0,0.306999662,0
5638213,B,40000,0,11,OWN,23.22,debt_consolidation, 36 months,0,,20.3,0.0,0.106671923,0
7306592,C,90000,0,11,RENT,24.97,debt_consolidation, 60 months,1,,72.5,0.0,0.931421307,1
8035059,B,50000,0,8,MORTGAGE,3.07,debt_consolidation, 36 months,0,,43.2,0.0,0.625854876,0
9654848,B,44160,1,1,OWN,18.97,home_improvement, 36 months,1,,6.0,0.0,0.532527895,0
6549859,D,100000,0,2,,13.91,credit_card, 60 months,1,,68.0,0.0,0.23290504,1
11295078,B,25000,0,3,RENT,11.38,debt_consolidation, 36 months,0,,27.5,0.0,0.395753429,0
8975167,C,115000,0,11,RENT,16.1,debt_consolidation, 36 months,0,,99.3,0.0,0.138403035,1
10675761,C,40000,0,11,RENT,24.87,debt_consolidation, 36 months,0,,41.7,0.0,0.745608444,1
9036138,C,28000,0,11,MORTGAGE,9.6,home_improvement, 36 months,1,,49.7,0.0,0.620555673,0
5771066,E,103000,0,11,MORTGAGE,24.25,debt_consolidation, 60 months,0,,37.6,0.0,0.739322077,1
5804824,B,104000,0,5,MORTGAGE,15.51,credit_card, 36 months,1,,80.3,0.0,0.530748998,0
7255139,D,34000,0,3,,6.92,moving, 36 months,0,,43.4,0.0,0.231240754,0
11024804,E,39000,0,10,,17.57,debt_consolidation, 36 months,1,,60.0,0.0,0.783922514,0
8646271,A,100000,1,1,RENT,19.09,debt_consolidation, 36 months,1,,14.3,0.0,0.022931569,0
7346301,C,65000,0,5,MORTGAGE,26.42,debt_consolidation, 36 months,1,,76.8,0.0,0.503794573,0
8597173,B,65500,0,7,RENT,17.77,debt_consolidation, 36 months,1,,40.6,0.0,0.091578582,0
7648006,B,82000,0,5,MORTGAGE,22.39,debt_consolidation, 36 months,1,,44.9,0.0,0.868489551,0
7688519,E,160000,0,11,RENT,7.53,debt_consolidation, 60 months,0,0.0,60.2,0.0,0.032920978,0
7266321,C,58800,0,4,RENT,11.88,other, 36 months,1,,0.1,0.0,0.865802522,0
5957900,C,70000,0,7,MORTGAGE,11.9,debt_consolidation, 60 months,0,,39.8,0.0,0.871184066,1
5790424,B,108000,0,4,RENT,9.71,credit_card, 36 months,0,1.0,34.6,0.0,0.763113258,0
8158207,B,60000,0,11,OWN,28.19,credit_card, 36 months,0,,35.2,0.0,0.128403093,0
6177334,B,75000,0,5,MORTGAGE,22.02,debt_consolidation, 36 months,1,,47.5,0.0,0.929143326,0
5792326,B,51000,0,4,RENT,34.49,debt_consolidation, 36 months,1,,63.7,0.0,0.202511798,0
5978453,C,40000,0,4,MORTGAGE,21.84,debt_consolidation, 60 months,1,,95.0,0.0,0.521335418,1
7449483,D,120000,0,9,MORTGAGE,9.51,debt_consolidation, 60 months,1,,61.5,0.0,0.594169925,0
9858123,B,87000,0,5,MORTGAGE,16.31,debt_consolidation, 36 months,0,,71.6,0.0,0.031125138,0
6543704,D,42432,0,6,RENT,8.91,debt_consolidation, 36 months,1,,67.0,0.0,0.126962633,0
7505875,E,76800,0,11,,21.39,credit_card, 60 months,0,,72.6,0.0,0.428574558,1
6285970,D,100000,0,11,MORTGAGE,6.26,credit_card, 60 months,0,,76.8,0.0,0.809810282,0
7377435,B,46912,0,4,,25.45,debt_consolidation, 36 months,1,,77.1,0.0,0.555450843,0
5706397,B,100000,0,11,RENT,4.33,credit_card, 36 months,1,,37.8,0.0,0.580428202,0
10101591,D,70000,0,3,MORTGAGE,10.92,home_improvement, 60 months,0,,19.4,0.0,0.651397467,0
5784723,C,36000,1,1,,24.83,debt_consolidation, 36 months,1,,98.1,0.0,0.575560015,0
8644903,B,55000,1,1,RENT,13.96,credit_card, 36 months,1,,72.2,0.0,0.157033015,1
6185845,C,52000,0,8,MORTGAGE,21.81,debt_consolidation, 60 months,0,,70.4,0.0,0.355826163,1
8205245,C,95000,0,2,RENT,12.49,debt_consolidation, 36 months,0,0.0,59.4,0.0,0.430950734,0
7073437,B,70000,0,3,MORTGAGE,28.16,home_improvement, 36 months,1,,65.0,0.0,0.448516739,0
5865133,C,80000,0,10,,5.79,debt_consolidation, 60 months,0,,35.0,0.0,0.508514777,0
3105875,C,130000,0,11,MORTGAGE,7.83,credit_card, 36 months,1,,65.4,0.0,0.320974558,0
10149694,C,160000,0,4,,28.6,credit_card, 36 months,1,,80.1,0.0,0.091773117,0
6168375,D,60000,0,11,RENT,5.84,debt_consolidation, 36 months,1,,57.5,0.0,0.614975377,0
7379110,B,102000,0,2,RENT,13.41,debt_consolidation, 36 months,1,,15.2,0.0,0.559662296,0
7387074,C,48000,0,5,RENT,12.6,debt_consolidation, 36 months,1,,55.4,0.0,0.636299114,0
9199125,A,91500,0,11,MORTGAGE,6.45,debt_consolidation, 36 months,1,,92.1,0.0,0.160169341,0
10648054,D,96000,0,4,MORTGAGE,14.63,debt_consolidation, 60 months,0,0.0,83.8,0.0,0.09324467,0
7665198,B,54000,0,7,,5.62,debt_consolidation, 36 months,1,,70.7,0.0,0.5482615,0
6185698,D,55000,0,9,RENT,12.83,debt_consolidation, 36 months,0,,89.6,0.0,0.354794128,0
8619560,C,178000,0,11,MORTGAGE,14.49,other, 36 months,0,,48.8,0.0,0.033707304,0
7645090,C,60000,0,11,MORTGAGE,5.16,debt_consolidation, 60 months,1,,36.7,0.0,0.999890433,0
7974645,C,34000,0,11,MORTGAGE,32.72,credit_card, 60 months,0,,58.4,0.0,0.763796258,0
7635894,B,93000,0,6,,8.71,debt_consolidation, 36 months,0,,61.7,0.0,0.433979491,0
5968463,D,75000,0,8,RENT,26.42,credit_card, 36 months,1,,84.2,0.0,0.042090343,0
6518091,B,75000,0,11,,12.98,credit_card, 36 months,1,,60.7,0.0,0.027543552,0
7914792,F,52430,0,11,,19.48,debt_consolidation, 60 months,0,,90.7,0.0,0.924322623,0
8374624,C,50000,0,11,RENT,11.86,debt_consolidation, 36 months,1,,86.2,0.0,0.334916971,0
5825818,B,25000,0,7,RENT,9.02,debt_consolidation, 36 months,1,,48.7,0.0,0.142769714,0
10484889,B,60000,0,3,RENT,26.28,credit_card, 36 months,1,,39.0,0.0,0.604030237,0
9734609,C,45000,0,8,RENT,20.45,credit_card, 36 months,1,,105.8,0.0,0.105835848,0
8116300,F,500000,0,11,RENT,7.71,credit_card, 60 months,0,,67.6,0.0,0.136660365,0
6547423,B,55000,0,2,,17.98,debt_consolidation, 36 months,1,,59.4,0.0,0.704117282,0
7564571,C,51011,0,11,RENT,22.11,credit_card, 36 months,0,,83.2,0.0,0.313581202,0
9007224,A,95000,0,11,MORTGAGE,18.54,debt_consolidation, 36 months,0,,62.3,0.0,0.785206317,0
5955420,A,145000,0,4,MORTGAGE,8.75,debt_consolidation, 36 months,1,,50.4,0.0,0.783891099,0
7627208,B,52000,0,2,RENT,18.14,credit_card, 36 months,1,,77.9,0.0,0.403019854,0
6572569,B,57000,0,9,MORTGAGE,13.96,debt_consolidation, 36 months,0,,61.0,0.0,0.410300433,0
7343362,C,45000,0,4,MORTGAGE,21.09,credit_card, 60 months,1,,93.4,0.0,0.931202585,0
9037736,B,60000,0,11,MORTGAGE,15.47,credit_card, 36 months,0,,53.0,0.0,0.851310079,0
9675092,A,97200,0,7,OWN,5.65,car, 36 months,1,,18.1,0.0,0.243441012,0
7645455,B,86000,0,7,MORTGAGE,8.2,debt_consolidation, 36 months,0,,38.3,0.0,0.002680867,0
8157682,C,86000,0,5,RENT,14.95,major_purchase, 36 months,1,,95.1,0.0,0.971951756,0
7102445,D,56400,0,11,,20.13,debt_consolidation, 36 months,1,,91.7,0.0,0.932984288,0
7090763,C,96000,0,3,RENT,29.33,debt_consolidation, 36 months,0,,76.0,0.0,0.037626696,0
8650147,A,108396,1,1,MORTGAGE,14.05,debt_consolidation, 60 months,1,,15.7,0.0,0.257806991,0
5770001,B,45695,0,8,MORTGAGE,23.79,home_improvement, 36 months,1,,61.7,0.0,0.308561602,0
6329333,B,52000,0,11,MORTGAGE,17.01,debt_consolidation, 36 months,0,,23.2,0.0,0.607909573,0
8785698,B,65000,1,1,,19.73,credit_card, 36 months,1,,89.4,0.0,0.163104394,1
10169833,B,58200,0,11,MORTGAGE,23.42,debt_consolidation, 36 months,0,,54.1,0.0,0.244232081,0
5648910,B,69500,0,9,MORTGAGE,13.83,debt_consolidation, 36 months,1,,90.2,0.0,0.712581444,0
10568733,F,68000,0,9,RENT,3.69,moving, 36 months,0,,14.4,0.0,0.400896983,0
7706375,C,32000,0,11,MORTGAGE,29.55,debt_consolidation, 60 months,1,,43.3,0.0,0.429906566,0
5767477,B,56000,0,11,MORTGAGE,16.97,credit_card, 36 months,1,,62.3,0.0,0.973449915,1
6529746,B,45000,0,3,RENT,29.28,debt_consolidation, 36 months,1,,46.9,0.0,0.996116601,0
5774898,B,33792,1,0,RENT,25.14,credit_card, 36 months,0,,29.8,0.0,0.742675796,0
6538669,E,55020,0,6,MORTGAGE,32.63,debt_consolidation, 60 months,0,,64.4,0.0,0.506360129,0
8495187,B,70000,0,11,OWN,24.91,home_improvement, 36 months,1,,83.9,0.0,0.006790066,0
6160736,C,50000,0,9,RENT,6.67,debt_consolidation, 36 months,1,,57.3,0.0,0.27408751,0
6179072,B,32000,0,5,RENT,11.2,debt_consolidation, 36 months,0,,55.8,0.0,0.049570882,0
8976800,C,40000,1,0,MORTGAGE,26.61,credit_card, 36 months,0,,75.1,0.0,0.269718672,0
6578359,C,73000,0,11,RENT,4.18,debt_consolidation, 36 months,0,,90.3,0.0,0.535549208,0
6553586,G,67000,0,11,MORTGAGE,27.33,debt_consolidation, 60 months,1,,93.7,0.0,0.499593302,1
10564959,B,125000,0,7,MORTGAGE,19.75,debt_consolidation, 36 months,0,,53.8,0.0,0.316725406,0
10645606,E,130000,0,8,RENT,14.71,debt_consolidation, 60 months,0,,82.3,0.0,0.29341512,0
5958358,B,117000,0,8,MORTGAGE,14.8,debt_consolidation, 36 months,0,,80.6,0.0,0.956176776,0
7451067,D,184000,0,11,MORTGAGE,23.32,debt_consolidation, 36 months,1,,89.7,0.0,0.934475796,1
10141422,C,101313,1,0,MORTGAGE,25.38,credit_card, 60 months,1,,46.7,0.0,0.380698656,1
8755025,D,83000,0,11,RENT,24.6,credit_card, 36 months,1,,74.3,0.0,0.61115142,1
6328367,C,32400,0,2,MORTGAGE,30.85,debt_consolidation, 36 months,1,,42.1,0.0,0.40452375,1
5765180,C,85000,0,11,MORTGAGE,8.19,debt_consolidation, 60 months,0,,66.7,0.0,0.912125132,1
6596643,C,32000,0,4,RENT,11.74,other, 36 months,1,,69.1,0.0,0.027210105,0
5767811,B,88000,0,11,MORTGAGE,22.35,debt_consolidation, 36 months,1,,45.4,0.0,0.955309664,0
7305152,B,65000,0,7,MORTGAGE,23.13,debt_consolidation, 60 months,0,,25.9,0.0,0.960021582,1
8156417,C,27000,1,0,RENT,26.71,debt_consolidation, 36 months,0,,29.6,0.0,0.351118801,0
5648452,D,50000,0,11,RENT,19.94,other, 36 months,1,1.0,71.8,0.0,0.651430437,0
9057022,D,45000,0,11,,23.01,other, 60 months,1,,46.9,0.0,0.933210282,1
6566985,D,58000,0,10,MORTGAGE,25.97,credit_card, 36 Months,1,,82.3,0.0,0.594051773,0
5715475,B,32000,0,2,MORTGAGE,6.26,debt_consolidation, 36 months,1,,22.6,0.0,0.471439101,0
7338400,C,38000,0,6,MORTGAGE,13.99,credit_card, 36 months,0,,42.5,0.0,0.996661037,0
7059779,B,104000,0,7,MORTGAGE,17.04,debt_consolidation, 36 months,0,,89.4,0.0,0.74984481,0
5610999,E,70000,0,11,MORTGAGE,27.31,debt_consolidation, 36 months,0,,63.2,0.0,0.522338132,1
7505121,D,50000,0,4,RENT,25.43,debt_consolidation, 60 months,1,,40.0,0.0,0.010295495,1
7728753,C,65000,0,6,MORTGAGE,12.5,debt_consolidation, 60 months,1,,56.1769,0.0,0.80921917,0
7617297,G,50000,0,9,MORTGAGE,23.95,debt_consolidation, 60 months,1,,76.7,0.0,0.654045268,1
7705591,C,250000,0,3,MORTGAGE,10.95,credit_card, 36 months,0,,90.2,0.0,0.142894178,0
5946222,C,53000,0,11,MORTGAGE,10.94,debt_consolidation, 60 months,0,,38.5,0.0,0.564179287,0
10537958,C,50000,0,11,RENT,26.33,debt_consolidation, 36 months,0,,18.8,0.0,0.097405316,0
5628595,B,37000,0,10,MORTGAGE,8.5,debt_consolidation, 36 months,1,,27.1,0.0,0.328836876,1
7669281,B,56000,0,10,RENT,29.01,debt_consolidation, 36 months,1,,42.3,0.0,0.612029312,0
10159756,C,65000,0,7,RENT,26.27,debt_consolidation, 36 months,1,,45.0,0.0,0.170280429,0
11055006,D,85000,0,10,RENT,25.04,debt_consolidation, 60 months,0,1.0,36.9,0.0,0.898322698,1
8994991,C,52000,0,2,RENT,20.89,credit_card, 60 months,1,,43.3,0.0,0.961692566,1
6565360,E,132000,0,4,MORTGAGE,11.87,debt_consolidation, 60 months,1,,79.5,0.0,0.50237404,1
6321000,A,50192,0,3,MORTGAGE,13.53,debt_consolidation, 36 months,1,,20.6,0.0,0.099779006,0
7164616,C,130000,0,3,MORTGAGE,0.63,small_business, 60 months,0,,11.6,0.0,0.221263232,0
5620024,C,30000,0,6,RENT,13.88,credit_card, 36 months,0,,55.0,0.0,0.691967431,1
10073747,C,40000,0,5,RENT,20.41,debt_consolidation, 36 months,0,,45.2,28.62,0.672257039,1
9174687,F,85000,0,7,RENT,,debt_consolidation, 36 months,1,,94.8,0.0,0.986592908,1
9189572,C,34500,0,4,RENT,3.69,debt_consolidation, 36 months,0,,91.6,0.0,0.342562132,0
11234812,C,40000,0,11,MORTGAGE,18.75,debt_consolidation, 36 months,0,,99.3,0.0,0.349803378,0
10618041,C,43900,0,9,OWN,24.52,debt_consolidation, 36 months,0,,66.4,0.0,0.433729159,0
10626683,B,144000,0,10,MORTGAGE,6.47,debt_consolidation, 36 months,1,,58.6,0.0,0.956015895,0
7694692,C,55000,0,7,RENT,8.29,credit_card, 36 months,0,,49.8,0.0,0.41088053,1
6937784,C,85000,0,5,MORTGAGE,23.97,debt_consolidation, 60 months,0,,74.7,0.0,0.588226391,0
8567434,B,65000,0,11,MORTGAGE,29.76,debt_consolidation, 60 months,1,,8.3,0.0,0.852473748,0
6208122,C,79000,0,6,RENT,17.56,other, 36 months,1,,87.3,0.0,0.434400455,0
7004760,C,60600,0,4,RENT,20.75,debt_consolidation, 36 months,1,,85.7,0.0,0.373301861,0
5630426,A,98000,0,11,MORTGAGE,17.41,credit_card, 36 months,1,,34.9,0.0,0.438451974,0
7575122,C,97571,0,7,MORTGAGE,17.63,debt_consolidation, 60 months,0,0.0,94.4,0.0,0.08989288,0
6209584,B,140000,1,1,MORTGAGE,7.74,debt_consolidation, 36 months,0,,77.9,0.0,0.16506073,0
8135272,C,50000,0,11,RENT,17.64,debt_consolidation, 60 months,0,,61.2,0.0,0.32299256,0
7564603,C,56000,0,11,MORTGAGE,4.99,debt_consolidation, 60 months,0,,62.4,0.0,0.377564567,0
8575096,E,40000,0,3,MORTGAGE,12.51,home_improvement, 36 months,1,,55.5,0.0,0.468763418,1
5970756,D,45600,0,7,OWN,24.05,debt_consolidation, 36 months,0,,49.1,0.0,0.119829756,0
6580114,C,110000,0,3,RENT,7.75,debt_consolidation, 36 months,0,,12.6,0.0,0.285994386,0
8645119,B,60000,0,9,RENT,14.8,debt_consolidation, 36 months,1,,52.9,0.0,0.948603038,0
6551311,A,67000,0,5,MORTGAGE,8.48,debt_consolidation, 36 months,1,,44.7,0.0,0.263534987,1
5766852,D,120000,0,11,RENT,8.4,debt_consolidation, 60 months,0,,31.8,0.0,0.406333314,1
7699263,C,67200,0,6,,19.25,credit_card, 60 months,1,,78.4,0.0,0.209921576,1
6541536,B,140000,0,11,MORTGAGE,23.42,debt_consolidation, 36 months,0,,71.0,0.0,0.032102433,0
5629318,D,130000,0,2,RENT,12.46,debt_consolidation, 36 months,0,,26.2,0.0,0.347215226,0
11104656,C,36000,0,4,MORTGAGE,13.63,debt_consolidation, 36 months,1,,39.3,0.0,0.774104253,0
10994938,C,58350,0,2,MORTGAGE,17.71,debt_consolidation, 36 months,1,,58.9,0.0,0.588275768,0
7370531,D,92000,0,6,RENT,5.31,moving, 36 months,0,,33.8,0.0,0.997992532,1
5958921,D,38500,0,6,MORTGAGE,23.25,credit_card, 36 months,1,,44.5,0.0,0.520444668,0
10102197,A,95000,0,11,,19.12,credit_card, 36 months,0,,50.3,0.0,0.11503381,0
7697296,B,70000,0,11,RENT,15.91,credit_card, 36 months,1,,58.5,0.0,0.494294895,0
8618206,C,17790,1,0,OWN,17.0,debt_consolidation, 36 months,1,,32.0,0.0,0.288310109,0
5435180,B,58000,0,11,RENT,18.39,credit_card, 36 months,1,1.0,64.7,0.0,0.289649231,1
6177509,D,60000,0,4,RENT,18.62,debt_consolidation, 36 months,0,,62.4,0.0,0.936132125,0
7053427,B,55000,0,7,MORTGAGE,19.66,debt_consolidation, 36 months,0,,56.5,0.0,0.673237332,0
8895342,C,56000,0,11,RENT,20.79,debt_consolidation, 36 months,0,,37.7,0.0,0.738099529,0
5167119,D,125000,0,6,MORTGAGE,9.36,debt_consolidation, 36 months,1,,90.1,0.0,0.749417195,0
6475041,C,91361,0,11,MORTGAGE,18.56,credit_card, 36 months,0,,95.9,0.0,0.241514498,0
9198365,D,95000,0,7,RENT,12.61,credit_card, 60 months,1,,47.9,0.0,0.733414978,0
5715631,A,70000,0,4,MORTGAGE,9.17,credit_card, 36 months,1,1.0,74.2,0.0,0.663135218,0
